research_area_id,member_id,area,normalized_area,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
rea_ce2787c471,mem_fe45b26c09,social vulnerability,social vulnerability,2,both,yes,yes,no
rea_bb408e998b,mem_3f62008a1f,post-secondary mental health and well-being,post secondary mental health and well being,0,both,yes,yes,no
rea_ace66f6582,mem_3f62008a1f,resilience in the post-secondary context,resilience in the post secondary context,1,both,yes,yes,no
rea_454ed2c86f,mem_3f62008a1f,pediatric chronic illness,pediatric chronic illness,2,both,yes,yes,no
rea_423aa6404d,mem_3f62008a1f,post-secondary mental health evaluation,post secondary mental health evaluation,3,both,yes,yes,no
rea_32f8bb7519,mem_3f62008a1f,post-secondary mental health,post secondary mental health,4,both,yes,yes,no
rea_89ad1a2d7b,mem_3f62008a1f,cross-national partnership will explore student resilience,cross national partnership will explore student resilience,12,both,yes,yes,no
rea_fb2672e73f,mem_3f62008a1f,examining resilience from the perspective of marginalized,examining resilience from the perspective of marginalized,14,both,yes,yes,no
rea_f253fa8545,mem_3f62008a1f,ucalgary's community mental health,ucalgary s community mental health,15,both,yes,yes,no
rea_17b8d51cd2,mem_3f62008a1f,social mobility,social mobility,16,both,yes,yes,no
rea_0735dd2e95,mem_3f62008a1f,renewed campus mental health strategy),renewed campus mental health strategy,18,both,yes,yes,no
rea_28b758bdf4,mem_3f62008a1f,whole-institution approach to mental health,whole institution approach to mental health,20,both,yes,yes,no
rea_eb28893358,mem_3f62008a1f,development funds,development funds,21,both,yes,yes,no
rea_12b320fb51,mem_3f62008a1f,research post-secondary mental health,research post secondary mental health,4,permissive_only,no,yes,yes
rea_6f83cd6c0e,mem_3f62008a1f,health and life,health and life,5,permissive_only,no,yes,yes
rea_058c687bb4,mem_3f62008a1f,we launched ucalgary's inaugural post-secondary mental health,we launched ucalgary s inaugural post secondary mental health,10,permissive_only,no,yes,yes
rea_760b8a87ed,mem_3f62008a1f,"andrew szeto, ucalgary's community mental health and well-being strategy, dr",andrew szeto ucalgary s community mental health and well being strategy dr,14,permissive_only,no,yes,yes
rea_454173a519,mem_3f62008a1f,(bp-net. ca) funder: sshrc partnership development grant,bp net ca funder sshrc partnership development grant,15,permissive_only,no,yes,yes
rea_a3b387bf52,mem_3f62008a1f,funder: sshrc partnership development grant,funder sshrc partnership development grant,16,permissive_only,no,yes,yes
rea_e55e826212,mem_3f62008a1f,post-secondary mental health and well-being research & knowledge hub,post secondary mental health and well being research knowledge hub,17,permissive_only,no,yes,yes
rea_9556ec8d06,mem_3f62008a1f,post-secondary mental health and well-being research and knowledge hub,post secondary mental health and well being research and knowledge hub,18,permissive_only,no,yes,yes
rea_23434c07cb,mem_707257fb34,social determinants of health,social determinants of health,0,both,yes,yes,no
rea_89e4980bac,mem_707257fb34,social network analysis,social network analysis,1,both,yes,yes,no
rea_ad3790462f,mem_707257fb34,weight-related health,weight related health,5,both,yes,yes,no
rea_6893f016f1,mem_707257fb34,health behaviour,health behaviour,14,both,yes,yes,no
rea_3e3cc2a579,mem_707257fb34,ethics in the social sciences,ethics in the social sciences,15,both,yes,yes,no
rea_e09a453ae1,mem_707257fb34,epidemiology,epidemiology,16,both,yes,yes,no
rea_7d17733e72,mem_707257fb34,research social determinants of health,research social determinants of health,3,permissive_only,no,yes,yes
rea_d0fc2f7fbb,mem_707257fb34,canadian journal for the scholarship of teaching and learning,canadian journal for the scholarship of teaching and learning,5,permissive_only,no,yes,yes
rea_4448fc6e56,mem_707257fb34,commentary in canadian journal of public health,commentary in canadian journal of public health,6,permissive_only,no,yes,yes
rea_3fd35088f5,mem_707257fb34,open sports sciences journal,open sports sciences journal,7,permissive_only,no,yes,yes
rea_807ce2a9a0,mem_707257fb34,discover social science and health,discover social science and health,8,permissive_only,no,yes,yes
rea_7fb78a80af,mem_707257fb34,international journal of public health,international journal of public health,9,permissive_only,no,yes,yes
rea_3004e7c419,mem_707257fb34,use of social network analysis in health research: a scoping review protocol,use of social network analysis in health research a scoping review protocol,10,permissive_only,no,yes,yes
rea_02857365b2,mem_707257fb34,attitudes towards lgbtq+ inclusion in canadian figure skating,attitudes towards lgbtq inclusion in canadian figure skating,11,permissive_only,no,yes,yes
rea_56ce4e6d82,mem_707257fb34,l.. discover social science,l discover social science,12,permissive_only,no,yes,yes
rea_4b22c7ffd0,mem_37dd23d078,healthcare delivery optimization,healthcare delivery optimization,0,both,yes,yes,no
rea_905c28941a,mem_37dd23d078,machine learning,machine learning,4,both,yes,yes,no
rea_7b81e077f3,mem_37dd23d078,respiratory vaccinations and the prevention of cardiovascular events,respiratory vaccinations and the prevention of cardiovascular events,6,both,yes,yes,no
rea_8018b9390e,mem_37dd23d078,stroke,stroke,7,both,yes,yes,no
rea_909d338f70,mem_37dd23d078,health services research,health services research,12,both,yes,yes,no
rea_b184711303,mem_37dd23d078,health systems,health systems,15,both,yes,yes,no
rea_c7e86b1177,mem_37dd23d078,epidemiology,epidemiology,16,both,yes,yes,no
rea_5dfdd9e2d8,mem_37dd23d078,health and life,health and life,2,permissive_only,no,yes,yes
rea_246578e1e9,mem_22a4e04503,neuroimaging,neuroimaging,0,both,yes,yes,no
rea_5b444e0b63,mem_22a4e04503,pain,pain,1,both,yes,yes,no
rea_7fc446d1f4,mem_22a4e04503,prioritize the development of future clinical scientists,prioritize the development of future clinical scientists,13,both,yes,yes,no
rea_24071000c2,mem_22a4e04503,"i work on multidisciplinary teams, and prioritize the development of future clinical scientists",i work on multidisciplinary teams and prioritize the development of future clinical scientists,2,permissive_only,no,yes,yes
rea_e79353abca,mem_b49402b919,child outcomes,child outcomes,0,both,yes,yes,no
rea_52e73c29ee,mem_b49402b919,drawing from various models of social cognition,drawing from various models of social cognition,1,both,yes,yes,no
rea_3602a1f9fd,mem_b49402b919,experimental designs,experimental designs,3,both,yes,yes,no
rea_63f06c193d,mem_b49402b919,resilience factors associated with child,resilience factors associated with child,4,both,yes,yes,no
rea_e3e3a383c8,mem_b49402b919,adolescent mental health,adolescent mental health,5,both,yes,yes,no
rea_14650129a5,mem_b49402b919,encompassing family-level factors alongside other sociodemographic,encompassing family level factors alongside other sociodemographic,6,both,yes,yes,no
rea_5b11fa487b,mem_b49402b919,mental health,mental health,7,both,yes,yes,no
rea_98321bbb18,mem_b49402b919,"observational paradigms, experimental designs, longitudinal data analysis, and meta-analytic reviews",observational paradigms experimental designs longitudinal data analysis and meta analytic reviews,6,permissive_only,no,yes,yes
rea_89e8c66663,mem_6bf0d57aba,epidemiology,epidemiology,0,both,yes,yes,no
rea_b14a8dc557,mem_6bf0d57aba,namely optical coherence tomography metrics,namely optical coherence tomography metrics,1,both,yes,yes,no
rea_658130543f,mem_6bf0d57aba,additional endpoints include conversion to clinically definite ms,additional endpoints include conversion to clinically definite ms,2,both,yes,yes,no
rea_d60c4d5f8a,mem_6bf0d57aba,advanced mri measures,advanced mri measures,3,both,yes,yes,no
rea_129c7ab616,mem_6bf0d57aba,registry-based evaluation of neuromyelitis optica spectrum disorder,registry based evaluation of neuromyelitis optica spectrum disorder,4,both,yes,yes,no
rea_1029ba7144,mem_6bf0d57aba,mog associated disease in alberta,mog associated disease in alberta,5,both,yes,yes,no
rea_2de6dcf452,mem_6bf0d57aba,autophagy in the transition to progressive multiple sclerosis,autophagy in the transition to progressive multiple sclerosis,5,permissive_only,no,yes,yes
rea_e322c608bb,mem_7d3968111f,health services research,health services research,0,both,yes,yes,no
rea_01c51a1bb7,mem_7d3968111f,multiple sclerosis,multiple sclerosis,2,both,yes,yes,no
rea_eeb7626bf3,mem_7d3968111f,autoimmune encephalitis,autoimmune encephalitis,4,both,yes,yes,no
rea_726bc81fc3,mem_7d3968111f,epidemiology,epidemiology,6,both,yes,yes,no
rea_23d5ca0ead,mem_36447b4ebf,alzheimer disease,alzheimer disease,0,both,yes,yes,no
rea_7b44c92dc0,mem_36447b4ebf,computational neuroscience & the critical brain,computational neuroscience the critical brain,1,both,yes,yes,no
rea_294e782436,mem_36447b4ebf,network neuroscience,network neuroscience,2,both,yes,yes,no
rea_1d056fc10e,mem_36447b4ebf,mental health strategy,mental health strategy,20,both,yes,yes,no
rea_f2f7c78913,mem_cd4b5d2ba6,clinical outcomes,clinical outcomes,0,both,yes,yes,no
rea_f9db17e162,mem_cd4b5d2ba6,stroke,stroke,1,both,yes,yes,no
rea_5593a2a74d,mem_cd4b5d2ba6,imaging-based outcome prediction,imaging based outcome prediction,3,both,yes,yes,no
rea_c88ca24132,mem_cd4b5d2ba6,neck angiogram imaging in the province of alberta,neck angiogram imaging in the province of alberta,2,permissive_only,no,yes,yes
rea_557d5bd6ca,mem_bd40fc0757,effector cells,effector cells,0,both,yes,yes,no
rea_066cd8ee02,mem_bd40fc0757,cell science,cell science,5,both,yes,yes,no
rea_c7c4c19af0,mem_bd40fc0757,approach has been instrumental in unravelling the biophysical interactions,approach has been instrumental in unravelling the biophysical interactions,1,permissive_only,no,yes,yes
rea_75c8592917,mem_105244bf73,epidemiology,epidemiology,0,both,yes,yes,no
rea_07ac291c27,mem_c3e463f320,in neurology in new york,in neurology in new york,3,both,yes,yes,no
rea_abbfb25b8a,mem_c3e463f320,he founded the brain tumor,he founded the brain tumor,4,both,yes,yes,no
rea_2cb936994a,mem_c3e463f320,type of brain cancer,type of brain cancer,6,both,yes,yes,no
rea_458119aad4,mem_e8addbab25,stroke,stroke,0,both,yes,yes,no
rea_59bc1a036b,mem_e8addbab25,vascular malformations,vascular malformations,1,both,yes,yes,no
rea_8e5efbac15,mem_f7f8d26dcb,dementia,dementia,0,both,yes,yes,no
rea_239e758b2f,mem_f7f8d26dcb,cognitive disorders,cognitive disorders,1,both,yes,yes,no
rea_8b6241f301,mem_f7f8d26dcb,adult neurogenesis,adult neurogenesis,2,both,yes,yes,no
rea_116fb2128e,mem_f7f8d26dcb,examining how this occurs at the cellular,examining how this occurs at the cellular,3,both,yes,yes,no
rea_7c3956b838,mem_f7f8d26dcb,exploring how adult neurogenesis balances memory,exploring how adult neurogenesis balances memory,17,both,yes,yes,no
rea_cea7d56fa0,mem_f7f8d26dcb,circuit stability versus learning,circuit stability versus learning,18,both,yes,yes,no
rea_5d1d5a39ce,mem_6d56bbe087,cell signaling,cell signaling,0,both,yes,yes,no
rea_a4ac186f24,mem_6d56bbe087,muscle contraction,muscle contraction,1,both,yes,yes,no
rea_e1d9ae977e,mem_6d56bbe087,such as neurons,such as neurons,2,both,yes,yes,no
rea_7fadc3a468,mem_6d56bbe087,nckx4 member of the family,nckx4 member of the family,3,both,yes,yes,no
rea_56cd06a19d,mem_6d56bbe087,dental health,dental health,4,both,yes,yes,no
rea_65cb9b81f5,mem_6d56bbe087,feeding behaviour as well as neurodegenerative pathological states,feeding behaviour as well as neurodegenerative pathological states,5,both,yes,yes,no
rea_cdf6392624,mem_6d56bbe087,physiological techniques,physiological techniques,6,both,yes,yes,no
rea_513b3b273e,mem_6d56bbe087,roles in cardiovascular,roles in cardiovascular,39,both,yes,yes,no
rea_42134036c0,mem_6d56bbe087,neuronal biology,neuronal biology,40,both,yes,yes,no
rea_12f8f99e98,mem_6d56bbe087,"olfaction, vision, dental health, feeding behaviour",olfaction vision dental health feeding behaviour,7,permissive_only,no,yes,yes
rea_4d2ff20f7f,mem_74bc2844fc,sport-related concussion,sport related concussion,0,both,yes,yes,no
rea_71673eed34,mem_74bc2844fc,u of c initiative researches concussions,u of c initiative researches concussions,0,permissive_only,no,yes,yes
rea_44eca9c9f3,mem_74bc2844fc,u of c initiative researches concussions and sports injuries in alberta youth,u of c initiative researches concussions and sports injuries in alberta youth,1,permissive_only,no,yes,yes
rea_9d734c6459,mem_74bc2844fc,sports injuries in alberta youth,sports injuries in alberta youth,2,permissive_only,no,yes,yes
rea_2ddd88af22,mem_74bc2844fc,branch out neurological foundation,branch out neurological foundation,3,permissive_only,no,yes,yes
rea_a45f8127c0,mem_74bc2844fc,brain canada - concussion research granr,brain canada concussion research granr,4,permissive_only,no,yes,yes
rea_ec870bf232,mem_32d283f76b,hearing and its disorders,hearing and its disorders,1,both,yes,yes,no
rea_0ad547dcb0,mem_32d283f76b,electrophysiology of the auditory system,electrophysiology of the auditory system,2,both,yes,yes,no
rea_6c46fa771f,mem_32d283f76b,experience dependent developmental,experience dependent developmental,10,both,yes,yes,no
rea_aa1e388610,mem_32d283f76b,brain oscillations,brain oscillations,11,both,yes,yes,no
rea_b4718a8af5,mem_32d283f76b,application to auditory-related disorders,application to auditory related disorders,12,both,yes,yes,no
rea_44f55c1d0b,mem_32d283f76b,clinical implications,clinical implications,13,both,yes,yes,no
rea_dc717d75d1,mem_32d283f76b,predictive coding from cocktail parties to auditory-related disorders,predictive coding from cocktail parties to auditory related disorders,14,both,yes,yes,no
rea_5605da7d46,mem_32d283f76b,"experience dependent developmental and adult plasticity, academic press, london eggermont jj",experience dependent developmental and adult plasticity academic press london eggermont jj,0,permissive_only,no,yes,yes
rea_b2b3991776,mem_32d283f76b,"experience dependent developmental and adult plasticity, academic press, london",experience dependent developmental and adult plasticity academic press london,3,permissive_only,no,yes,yes
rea_88449eacc4,mem_2cc369c2c7,epidemiology,epidemiology,0,both,yes,yes,no
rea_6b2bdf12a8,mem_2cc369c2c7,chronic disease,chronic disease,1,both,yes,yes,no
rea_cbaffcb2c1,mem_2cc369c2c7,school-based mental health,school based mental health,2,both,yes,yes,no
rea_6b094699f5,mem_2cc369c2c7,health of all women,health of all women,4,both,yes,yes,no
rea_d07e60ee2d,mem_2cc369c2c7,integrated care models – focusing on integrating mental,integrated care models focusing on integrating mental,5,both,yes,yes,no
rea_4f18b7b845,mem_2cc369c2c7,physical health in a sustainable,physical health in a sustainable,6,both,yes,yes,no
rea_98cb0630d8,mem_2cc369c2c7,youth-friendly manner –,youth friendly manner,7,both,yes,yes,no
rea_76b40d2b76,mem_2cc369c2c7,improving transitions between pediatric,improving transitions between pediatric,8,both,yes,yes,no
rea_ce5cc03412,mem_58625c2ce5,epilepsy,epilepsy,0,both,yes,yes,no
rea_d1507557d5,mem_58625c2ce5,neuroimaging,neuroimaging,1,both,yes,yes,no
rea_161b9b3b45,mem_58625c2ce5,improving outcome and,improving outcome and,4,both,yes,yes,no
rea_4b5d5d58d6,mem_58625c2ce5,functional magnetic resonance imaging,functional magnetic resonance imaging,19,both,yes,yes,no
rea_a11722a05a,mem_58625c2ce5,outcome prediction in children with rare,outcome prediction in children with rare,25,both,yes,yes,no
rea_4c5ac4f118,mem_58625c2ce5,difficult to treat epilepsy,difficult to treat epilepsy,26,both,yes,yes,no
rea_c5720bf685,mem_58625c2ce5,improving outcome,improving outcome,31,both,yes,yes,no
rea_01840e7f9a,mem_6b37eba80f,internal attention,internal attention,0,both,yes,yes,no
rea_c0b5d07c2c,mem_6b37eba80f,stroke,stroke,3,both,yes,yes,no
rea_840a0f5174,mem_01f8882e68,dementia,dementia,0,both,yes,yes,no
rea_8c768e2f4d,mem_01f8882e68,mental healthcare quality,mental healthcare quality,1,both,yes,yes,no
rea_c0b63c3266,mem_01f8882e68,depression,depression,3,both,yes,yes,no
rea_14294d462e,mem_01f8882e68,quality improvement in geriatric mental health including examining,quality improvement in geriatric mental health including examining,4,both,yes,yes,no
rea_893d17eaf8,mem_01f8882e68,improving access to healthcare,improving access to healthcare,5,both,yes,yes,no
rea_2673d939ce,mem_01f8882e68,mental healthcare,mental healthcare,22,both,yes,yes,no
rea_fc4157cca4,mem_01f8882e68,"examining and improving access to healthcare, equitability, and safety",examining and improving access to healthcare equitability and safety,3,permissive_only,no,yes,yes
rea_88474a8912,mem_01f8882e68,are in quality improvement in geriatric mental health,are in quality improvement in geriatric mental health,6,permissive_only,no,yes,yes
rea_111c04e474,mem_01f8882e68,alzheimer disease,alzheimer disease,7,permissive_only,no,yes,yes
rea_017f6c7ebe,mem_01f8882e68,ltc homes must prioritize residents' mental health,ltc homes must prioritize residents mental health,8,permissive_only,no,yes,yes
rea_4b3f77d013,mem_01f8882e68,"ltc homes must prioritize residents' mental health, treat disorders: standards group",ltc homes must prioritize residents mental health treat disorders standards group,9,permissive_only,no,yes,yes
rea_6100742002,mem_01f8882e68,treat disorders: standards group,treat disorders standards group,10,permissive_only,no,yes,yes
rea_d42f4aed53,mem_37b64942a2,sound-guided neural plasticity for auditory learning,sound guided neural plasticity for auditory learning,0,both,yes,yes,no
rea_178f42e934,mem_37b64942a2,pharmacological approaches,pharmacological approaches,6,both,yes,yes,no
rea_f0d5088bdf,mem_fe67f51d1b,movement disorders,movement disorders,0,both,yes,yes,no
rea_d3da20780d,mem_fe67f51d1b,s disease,s disease,1,both,yes,yes,no
rea_bbc5b35007,mem_fe67f51d1b,all aspects of parkinson’s disease,all aspects of parkinson s disease,2,both,yes,yes,no
rea_171315f60f,mem_fe67f51d1b,parkinson disease,parkinson disease,4,both,yes,yes,no
rea_a921b02103,mem_c8e755d8b2,stroke,stroke,0,both,yes,yes,no
rea_024afd7215,mem_c8e755d8b2,inflammation,inflammation,2,both,yes,yes,no
rea_42e4f04324,mem_338f9f338e,cognitive development,cognitive development,0,both,yes,yes,no
rea_54dc9894e9,mem_338f9f338e,neurodevelopmental disorders,neurodevelopmental disorders,1,both,yes,yes,no
rea_c487e69027,mem_338f9f338e,neuroimaging,neuroimaging,2,both,yes,yes,no
rea_ff7c4e0681,mem_338f9f338e,clinical outcomes,clinical outcomes,3,both,yes,yes,no
rea_4119d1a30c,mem_338f9f338e,attention deficit disorder,attention deficit disorder,4,both,yes,yes,no
rea_02525f7ad8,mem_338f9f338e,child development,child development,5,both,yes,yes,no
rea_416175b193,mem_338f9f338e,behavioural outcomes of children with developmental,behavioural outcomes of children with developmental,20,both,yes,yes,no
rea_7acb26aa92,mem_338f9f338e,neurological conditions,neurological conditions,21,both,yes,yes,no
rea_7a0f4bfea1,mem_1a2035eb16,genetics of epilepsy,genetics of epilepsy,0,both,yes,yes,no
rea_d62633abda,mem_1a2035eb16,precision medicine in epilepsy,precision medicine in epilepsy,1,both,yes,yes,no
rea_21f0bf833f,mem_1a2035eb16,brain somatic variatis causing epilepsy,brain somatic variatis causing epilepsy,2,both,yes,yes,no
rea_0ecedec3ae,mem_1a2035eb16,stroke,stroke,10,both,yes,yes,no
rea_b6fce80512,mem_1a2035eb16,epilepsy genetics,epilepsy genetics,11,both,yes,yes,no
rea_3868e6e601,mem_1a2035eb16,multiplex families with epilepsy as well as adult,multiplex families with epilepsy as well as adult,12,both,yes,yes,no
rea_56f5c9336f,mem_1a2035eb16,pediatric patients with epileptic encephalopathies,pediatric patients with epileptic encephalopathies,13,both,yes,yes,no
rea_28eeefe3a3,mem_1a2035eb16,research genetics of epilepsy,research genetics of epilepsy,3,permissive_only,no,yes,yes
rea_d822cb777b,mem_1a2035eb16,rational antiepileptic drug selection by combining gene network,rational antiepileptic drug selection by combining gene network,4,permissive_only,no,yes,yes
rea_9eb113923b,mem_3a71da2ce4,gut-brain communication,gut brain communication,0,both,yes,yes,no
rea_7bcd7bb5df,mem_3a71da2ce4,behavioral neuroscience,behavioral neuroscience,1,both,yes,yes,no
rea_2ed3a1bf50,mem_3faa6c8292,optical instrumentation,optical instrumentation,0,both,yes,yes,no
rea_a1b1d7a9a0,mem_3faa6c8292,biomedical research,biomedical research,1,both,yes,yes,no
rea_c1b0355f8f,mem_3faa6c8292,optical tools,optical tools,2,both,yes,yes,no
rea_75dfce8692,mem_53e60fab63,multiple sclerosis,multiple sclerosis,0,both,yes,yes,no
rea_2ff505001d,mem_53e60fab63,research multiple sclerosis,research multiple sclerosis,1,permissive_only,no,yes,yes
rea_ea922c3de6,mem_6e27953757,mental health,mental health,0,both,yes,yes,no
rea_b561b1b35c,mem_6e27953757,health systems,health systems,3,both,yes,yes,no
rea_d7503c7b05,mem_6e27953757,mental health across different stages of life,mental health across different stages of life,4,both,yes,yes,no
rea_5b9ba3e3a5,mem_6e27953757,emerging trauma therapy including multi-modal,emerging trauma therapy including multi modal,5,both,yes,yes,no
rea_185b1df9f6,mem_e9c9ab7840,health systems,health systems,0,both,yes,yes,no
rea_b42558b8aa,mem_e9c9ab7840,depression,depression,1,both,yes,yes,no
rea_f66545c09f,mem_e9c9ab7840,neurochemicals and brain function in psychiatry,neurochemicals and brain function in psychiatry,2,both,yes,yes,no
rea_799c548539,mem_e9c9ab7840,administrative data research in mental health,administrative data research in mental health,4,both,yes,yes,no
rea_a1878834b8,mem_e9c9ab7840,i moved into clinical research,i moved into clinical research,21,both,yes,yes,no
rea_de8422762d,mem_e9c9ab7840,managing multiple national health canada approved double-blind,managing multiple national health canada approved double blind,22,both,yes,yes,no
rea_44fb508b5c,mem_e9c9ab7840,randomized clinical studies,randomized clinical studies,23,both,yes,yes,no
rea_f400afe0ed,mem_e9c9ab7840,outcomes from the system,outcomes from the system,28,both,yes,yes,no
rea_00c79f849d,mem_e9c9ab7840,health services research,health services research,29,both,yes,yes,no
rea_a447908536,mem_c513c5ffa8,chronic disease,chronic disease,0,both,yes,yes,no
rea_9da1f1d594,mem_c513c5ffa8,experimental medicine,experimental medicine,5,both,yes,yes,no
rea_62fb8df141,mem_c513c5ffa8,marcello tonelli,marcello tonelli,6,both,yes,yes,no
rea_520cadd80d,mem_c513c5ffa8,lawrence wawrzyniec korngut,lawrence wawrzyniec korngut,7,both,yes,yes,no
rea_a9151de592,mem_c513c5ffa8,concussion history following pediatric sport- related concussion,concussion history following pediatric sport related concussion,3,permissive_only,no,yes,yes
rea_9f88fd06e1,mem_2bd0db628a,maternal and infant mental health and wellbeing,maternal and infant mental health and wellbeing,0,both,yes,yes,no
rea_c168995350,mem_2bd0db628a,maternal perinatal mental health,maternal perinatal mental health,2,both,yes,yes,no
rea_6f25067e9b,mem_2bd0db628a,infant neurodevelopment,infant neurodevelopment,3,both,yes,yes,no
rea_01099bcda1,mem_2bd0db628a,infant mental health,infant mental health,5,both,yes,yes,no
rea_dc06537e51,mem_2bd0db628a,research maternal and infant mental health and wellbeing,research maternal and infant mental health and wellbeing,4,permissive_only,no,yes,yes
rea_31d86cb180,mem_e203a7a335,health services research,health services research,0,both,yes,yes,no
rea_688fc323a2,mem_e203a7a335,mental health,mental health,1,both,yes,yes,no
rea_016151d193,mem_e203a7a335,psychosocial outcomes,psychosocial outcomes,3,both,yes,yes,no
rea_48c3ae4261,mem_e203a7a335,pain management,pain management,4,both,yes,yes,no
rea_fdc71e8eed,mem_e203a7a335,health systems,health systems,5,both,yes,yes,no
rea_3d1212e74d,mem_e203a7a335,postdoctoral fellows in community health sciences,postdoctoral fellows in community health sciences,6,permissive_only,no,yes,yes
rea_c2c2ea2f1d,mem_e203a7a335,clinical psychology,clinical psychology,7,permissive_only,no,yes,yes
rea_03722144d0,mem_e203a7a335,"patient partners (youth, family members)",patient partners youth family members,8,permissive_only,no,yes,yes
rea_9942858a5d,mem_a3c1370499,cervical spine and balance systems,cervical spine and balance systems,0,both,yes,yes,no
rea_a62985c08c,mem_a3c1370499,sensory function following a concussion,sensory function following a concussion,7,both,yes,yes,no
rea_e9bc734851,mem_a3c1370499,(4) optimizing rehabilitation techniques to enhance recovery,4 optimizing rehabilitation techniques to enhance recovery,8,both,yes,yes,no
rea_f31a80b397,mem_a3c1370499,inform clinical care,inform clinical care,9,both,yes,yes,no
rea_5d124a5512,mem_a3c1370499,ultimately enabling clinically meaningful questions to be evaluated,ultimately enabling clinically meaningful questions to be evaluated,10,both,yes,yes,no
rea_1be6443bf5,mem_a3c1370499,knowledge translation,knowledge translation,11,both,yes,yes,no
rea_609f8a4d1d,mem_a3c1370499,sport-related concussion,sport related concussion,12,both,yes,yes,no
rea_95dc913fea,mem_a3c1370499,online concussion course teaches a free,online concussion course teaches a free,13,both,yes,yes,no
rea_a79318a412,mem_a3c1370499,manage concussions,manage concussions,14,both,yes,yes,no
rea_51a013eb4a,mem_a3c1370499,migraine,migraine,16,both,yes,yes,no
rea_cf3aefe3d5,mem_a3c1370499,pain,pain,18,both,yes,yes,no
rea_0721cb3d33,mem_a3c1370499,physiotherapy within a multidisciplinary,physiotherapy within a multidisciplinary,19,both,yes,yes,no
rea_311c614a2f,mem_a3c1370499,projects online concussion course teaches a free,projects online concussion course teaches a free,5,permissive_only,no,yes,yes
rea_4737bc34e2,mem_a3c1370499,online concussion course,online concussion course,8,permissive_only,no,yes,yes
rea_828546cf7e,mem_a3c1370499,online course on concussion,online course on concussion,9,permissive_only,no,yes,yes
rea_0f41e9e082,mem_a3c1370499,examining sport concussion assessment tool ratings for a pee wee hockey cohort,examining sport concussion assessment tool ratings for a pee wee hockey cohort,15,permissive_only,no,yes,yes
rea_743f7dae13,mem_a3c1370499,evidence-informed policy change in youth sport: preventing concussions in youth ice hockey,evidence informed policy change in youth sport preventing concussions in youth ice hockey,16,permissive_only,no,yes,yes
rea_605ce65954,mem_a3c1370499,sport concussion assessment tool,sport concussion assessment tool,17,permissive_only,no,yes,yes
rea_fe9f20939d,mem_a3c1370499,test-retest reliability in elite youth ice hockey,test retest reliability in elite youth ice hockey,18,permissive_only,no,yes,yes
rea_8153989514,mem_a3c1370499,baseline sport concussion assessment tool (scat) ratings in youth ice hockey players,baseline sport concussion assessment tool scat ratings in youth ice hockey players,19,permissive_only,no,yes,yes
rea_19721869b3,mem_a3c1370499,health promotion,health promotion,20,permissive_only,no,yes,yes
rea_5c3be24924,mem_a3c1370499,prevention and health promotion,prevention and health promotion,21,permissive_only,no,yes,yes
rea_624c771036,mem_a3c1370499,without a previous history of concussion?. w meeuwisse,without a previous history of concussion w meeuwisse,22,permissive_only,no,yes,yes
rea_4ceb298007,mem_a3c1370499,without a previous history of concussion?,without a previous history of concussion,23,permissive_only,no,yes,yes
rea_f5736a9644,mem_90269b0602,enteric nervous system,enteric nervous system,0,both,yes,yes,no
rea_7f98ddc71c,mem_90269b0602,gut-brain axis,gut brain axis,1,both,yes,yes,no
rea_118d1db0a9,mem_90269b0602,brain-gut interactions in health,brain gut interactions in health,2,both,yes,yes,no
rea_dce3e5cff0,mem_90269b0602,inflammatory bowel disease,inflammatory bowel disease,3,both,yes,yes,no
rea_6d22f91bf8,mem_90269b0602,intestinal barrier function in health,intestinal barrier function in health,17,both,yes,yes,no
rea_a0337a4da8,mem_90269b0602,but their physiology remains to be fully determined,but their physiology remains to be fully determined,18,both,yes,yes,no
rea_0729c0551f,mem_90269b0602,enteroendocrine cells,enteroendocrine cells,19,both,yes,yes,no
rea_b0c36f76ce,mem_90269b0602,molecular genetics,molecular genetics,20,both,yes,yes,no
rea_6327b28f7c,mem_90269b0602,link between gut bacteria,link between gut bacteria,21,both,yes,yes,no
rea_1918af6e37,mem_90269b0602,glymphatics in neurodegeneration (also with g,glymphatics in neurodegeneration also with g,22,both,yes,yes,no
rea_8063c86a54,mem_90269b0602,elinav) (brain canada-weizmann institute team grant),elinav brain canada weizmann institute team grant,23,both,yes,yes,no
rea_a1b4eda3dd,mem_90269b0602,endocannabinoid system of the gut brain axis,endocannabinoid system of the gut brain axis,25,both,yes,yes,no
rea_41827836f6,mem_90269b0602,enteric nervous system in gi pathophysiology,enteric nervous system in gi pathophysiology,26,both,yes,yes,no
rea_eb712ba447,mem_90269b0602,chronic disease,chronic disease,11,permissive_only,no,yes,yes
rea_1326b11ebe,mem_90269b0602,in the news gut microbiota,in the news gut microbiota,12,permissive_only,no,yes,yes
rea_d3802df2e4,mem_90269b0602,gastrointestinal microbiota health linked to enteric nervous system,gastrointestinal microbiota health linked to enteric nervous system,13,permissive_only,no,yes,yes
rea_1a5599b03b,mem_d5f9a5e6ba,cognitive behavioral therapy,cognitive behavioral therapy,0,both,yes,yes,no
rea_b9d708e49b,mem_d5f9a5e6ba,depression,depression,1,both,yes,yes,no
