position_id,member_id,title,department,faculty,institution,affiliation_type,url,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
pos_7e4cf79029,mem_1a2035eb16,Hotchkiss Brain Institute,Brain and Mental Health Research Clinics Initiative,,,,,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",5,both,yes,yes,no
pos_a6601cd7f2,mem_1a2035eb16,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,6,both,yes,yes,no
pos_ac7b3485da,mem_1a2035eb16,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,7,both,yes,yes,no
pos_cb1f1a4922,mem_3a71da2ce4,Professor,,,,,,Professor,0,both,yes,yes,no
pos_a7d3b40592,mem_3a71da2ce4,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",1,both,yes,yes,no
pos_732a8920b0,mem_3a71da2ce4,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_39d06a5aff,mem_3a71da2ce4,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_96dc63aa10,mem_3a71da2ce4,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_bef2598139,mem_3a71da2ce4,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_24ec15fd40,mem_3a71da2ce4,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,6,both,yes,yes,no
pos_4ade81e472,mem_3faa6c8292,Professor,,,,,,Professor,0,both,yes,yes,no
pos_a1bbded854,mem_3faa6c8292,Schulich School of Engineering,Department of Biomedical Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/biomedical,"Schulich School of Engineering, Department of Biomedical Engineering",1,both,yes,yes,no
pos_16b191b4f1,mem_3faa6c8292,Schulich School of Engineering,Department of Electrical and Software Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/electrical-software,"Schulich School of Engineering, Department of Electrical and Software Engineering",2,both,yes,yes,no
pos_7a56e6e9fd,mem_3faa6c8292,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_ff3199505d,mem_3faa6c8292,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_ab01045a9f,mem_53e60fab63,Clinical Associate Professor,,,,,,Clinical Associate Professor,0,both,yes,yes,no
pos_d458c5a03c,mem_53e60fab63,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_cf2438b2df,mem_53e60fab63,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_f7c1abf0e4,mem_53e60fab63,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_e034f1ca91,mem_6e27953757,Adjunct Clinical Professor,,,,adjunct,,Adjunct Clinical Professor,0,both,yes,yes,no
pos_99b74577b0,mem_6e27953757,Faculty of Nursing,Adjuncts,Faculty Of Nursing,,adjunct,,"Faculty of Nursing, Adjuncts",1,both,yes,yes,no
pos_2dba88101f,mem_6e27953757,Assistant Professor,,,,,,Assistant Professor,2,both,yes,yes,no
pos_c04a663f3b,mem_6e27953757,School of Nursing and Midwifery,,,,,,School of Nursing and Midwifery,3,both,yes,yes,no
pos_ee93a58118,mem_6e27953757,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_1a1ce82236,mem_6e27953757,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,5,both,yes,yes,no
pos_ecfacd9f66,mem_6e27953757,Associate Member,,,,associate member,,Associate Member,6,both,yes,yes,no
pos_f58c8c6c3d,mem_6e27953757,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,7,both,yes,yes,no
pos_52cdb15d70,mem_6e27953757,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,8,both,yes,yes,no
pos_4ab395ebf3,mem_e9c9ab7840,Assistant Professor (Research),,,,,,Assistant Professor (Research),0,both,yes,yes,no
pos_d4e7190e69,mem_e9c9ab7840,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_acb81892d8,mem_e9c9ab7840,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_e82b9812ed,mem_e9c9ab7840,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,3,both,yes,yes,no
pos_baed33ab39,mem_e9c9ab7840,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_753b1748f6,mem_e9c9ab7840,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,5,both,yes,yes,no
pos_4e00b7c3a5,mem_c513c5ffa8,Professor (Comparative Endocrinology),,,,,,Professor (Comparative Endocrinology),0,both,yes,yes,no
pos_836cf6532f,mem_c513c5ffa8,Faculty of Veterinary Medicine,Fulltime,Faculty Of Veterinary Medicine,,,,"Faculty of Veterinary Medicine, Fulltime",1,both,yes,yes,no
pos_5fa0f4598b,mem_2bd0db628a,Full Member,,,,,,Full Member,0,both,yes,yes,no
pos_2612ee905b,mem_2bd0db628a,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_eaaa08e53b,mem_2bd0db628a,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,2,both,yes,yes,no
pos_376fa35bac,mem_2bd0db628a,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,3,both,yes,yes,no
pos_c427308765,mem_2bd0db628a,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",4,both,yes,yes,no
pos_0299911db2,mem_e203a7a335,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_0b534e5ef5,mem_e203a7a335,Cumming School of Medicine,Department of Anesthesiology,Perioperative and Pain Medicine,,,,"Cumming School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine",1,both,yes,yes,no
pos_0e393f636a,mem_e203a7a335,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",2,both,yes,yes,no
pos_32939aff9a,mem_e203a7a335,Associate Scientific Director,,,,,,Associate Scientific Director,3,both,yes,yes,no
pos_e2ed1b5536,mem_e203a7a335,Solutions for Kids in Pain,,,,,,Solutions for Kids in Pain,4,both,yes,yes,no
pos_25675f336a,mem_e203a7a335,Full Member,,,,,,Full Member,5,both,yes,yes,no
pos_9a8bd6c19c,mem_e203a7a335,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_fb145272fa,mem_e203a7a335,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,7,both,yes,yes,no
pos_444ecca60b,mem_e203a7a335,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,8,both,yes,yes,no
pos_98b44d23ee,mem_e203a7a335,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",9,both,yes,yes,no
pos_7d801ada82,mem_e203a7a335,One Child Every Child Impact,Value & Knowledge Mobilization Member,,,,,"One Child Every Child Impact, Value & Knowledge Mobilization Member",10,both,yes,yes,no
pos_8cf175f46a,mem_e203a7a335,University of Calgary,,,,,,University of Calgary,11,both,yes,yes,no
pos_aea56ccc06,mem_e203a7a335,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,12,both,yes,yes,no
pos_abbe7348d2,mem_a3c1370499,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_3f1ababc54,mem_a3c1370499,Faculty of Kinesiology,,Faculty Of Kinesiology,,,,Faculty of Kinesiology,1,both,yes,yes,no
pos_db5ba94016,mem_a3c1370499,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_d85f5f8176,mem_a3c1370499,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_717922f2d1,mem_a3c1370499,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_4a2da9edfa,mem_a3c1370499,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,5,both,yes,yes,no
pos_a8352d2060,mem_90269b0602,Professor,,,,,,Professor,0,both,yes,yes,no
pos_15de511736,mem_90269b0602,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",1,both,yes,yes,no
pos_f1d0f677b7,mem_90269b0602,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_c8f26c7191,mem_90269b0602,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_04db292b89,mem_90269b0602,The Calvin,Phoebe and Joan Snyder Institute for Chronic Diseases,,,,,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",4,both,yes,yes,no
pos_0ed81d64af,mem_d5f9a5e6ba,Full Professor Emeritus,,,,emeritus,,Full Professor Emeritus,0,both,yes,yes,no
pos_1ebfbd2b76,mem_d5f9a5e6ba,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_7dca13faaa,mem_d5f9a5e6ba,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_6fa4c7db4b,mem_d5f9a5e6ba,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_b6d15e90c7,mem_a2b493336b,Chair: Ward Chair in Pediatric Brain Injury,,,,,,Chair: Ward Chair in Pediatric Brain Injury,0,both,yes,yes,no
pos_2f0b9ea378,mem_a2b493336b,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_59c059692d,mem_a2b493336b,Professor,,,,,,Professor,2,both,yes,yes,no
pos_3589454587,mem_a2b493336b,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_c454a88b4e,mem_a2b493336b,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_43d3ce1b1d,mem_a2b493336b,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_2fd60bec94,mem_a2b493336b,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",6,both,yes,yes,no
pos_85546346e7,mem_414b7b0e40,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_33604c5f5f,mem_414b7b0e40,Werklund School of Education,Specialization,School and Applied Child Psychology,,,,"Werklund School of Education, Specialization, School and Applied Child Psychology",1,both,yes,yes,no
pos_4eba050453,mem_414b7b0e40,Adjunct Associate Professor,,,,adjunct,,Adjunct Associate Professor,2,both,yes,yes,no
pos_7a8d76bfeb,mem_414b7b0e40,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",3,both,yes,yes,no
pos_92590b326c,mem_414b7b0e40,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_8baf66291f,mem_414b7b0e40,Hotchkiss Brain Institute,Mathison Centre for Mental Health Research and Education,,,,,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",5,both,yes,yes,no
pos_0f3232eba6,mem_414b7b0e40,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,6,both,yes,yes,no
pos_6a6c845bdf,mem_414b7b0e40,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",7,both,yes,yes,no
pos_50755f727c,mem_599092b85f,Associate Director,RESTORE Network,,,,,"Associate Director, RESTORE Network",0,both,yes,yes,no
pos_48f5a4ed22,mem_599092b85f,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_c8d72ac9f2,mem_599092b85f,Assistant Professor (Research),,,,,,Assistant Professor (Research),2,both,yes,yes,no
pos_42718a9c74,mem_599092b85f,Associate Member,,,,associate member,,Associate Member,3,both,yes,yes,no
pos_b47dc7c3c7,mem_599092b85f,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_91812620b1,mem_599092b85f,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_fe6c2c7542,mem_599092b85f,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,6,both,yes,yes,no
pos_b654123fac,mem_9211234ed6,Professor,,,,,,Professor,0,both,yes,yes,no
pos_05a398d949,mem_9211234ed6,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",1,both,yes,yes,no
pos_e533dbdeaa,mem_9211234ed6,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_b313a5aa87,mem_9211234ed6,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_f0c31a84fe,mem_bb77b86a3f,Professor (Teaching & Research) - Veterinary Medical Education,,,,,,Professor (Teaching & Research) - Veterinary Medical Education,0,both,yes,yes,no
pos_80454f54dd,mem_bb77b86a3f,Faculty of Veterinary Medicine,Fulltime,Faculty Of Veterinary Medicine,,,,"Faculty of Veterinary Medicine, Fulltime",1,both,yes,yes,no
pos_996a8435a3,mem_bb77b86a3f,Adjunct Professor,,,,adjunct,,Adjunct Professor,2,both,yes,yes,no
pos_1fca7d484c,mem_bb77b86a3f,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",3,both,yes,yes,no
pos_a513603d09,mem_667f73be93,Assistant Dean,,,,,,Assistant Dean,0,both,yes,yes,no
pos_f39806124a,mem_667f73be93,Cumming School of Medicine,Undergraduate Medical Education,Cumming School Of Medicine,,,,"Cumming School of Medicine, Undergraduate Medical Education",1,both,yes,yes,no
pos_6216087155,mem_667f73be93,Neurologist,,,,,,Neurologist,2,both,yes,yes,no
pos_058e923267,mem_667f73be93,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",3,both,yes,yes,no
pos_6b25966f2f,mem_667f73be93,Site Lead,,,,,,Site Lead,4,both,yes,yes,no
pos_bb0faf4e33,mem_667f73be93,Rockyview Hospital,Department of Clinical Neurosciences,,,,,"Rockyview Hospital, Department of Clinical Neurosciences",5,both,yes,yes,no
pos_1092fc2c40,mem_667f73be93,Associate Member,,,,associate member,,Associate Member,6,both,yes,yes,no
pos_985d176fa3,mem_667f73be93,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,7,both,yes,yes,no
pos_785927f116,mem_6c0f4891e4,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,0,both,yes,yes,no
pos_30730fca7d,mem_6c0f4891e4,Werklund School of Education,Specialization,Curriculum and Learning,,,,"Werklund School of Education, Specialization, Curriculum and Learning",1,both,yes,yes,no
pos_ba3a7b334c,mem_2434ffebd2,Scientific Director,,,,,,Scientific Director,0,both,yes,yes,no
pos_acb8ae77ad,mem_2434ffebd2,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,1,both,yes,yes,no
pos_9b03f64410,mem_2434ffebd2,Professor,,,,,,Professor,2,both,yes,yes,no
pos_826a14cc13,mem_2434ffebd2,Cumming School of Medicine,Department of Critical Care Medicine,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Critical Care Medicine",3,both,yes,yes,no
pos_1f2b2d33d5,mem_2434ffebd2,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_e45e7e4ed5,mem_2434ffebd2,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_3fd0e7706d,mem_2434ffebd2,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,6,both,yes,yes,no
pos_32fb2652d2,mem_2434ffebd2,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,7,both,yes,yes,no
pos_f95891f757,mem_2434ffebd2,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,8,both,yes,yes,no
pos_0154dbfe84,mem_5df4c5aac6,Clinical Assistant Professor,,,,,,Clinical Assistant Professor,0,both,yes,yes,no
pos_3320db77a0,mem_5df4c5aac6,Cumming School of Medicine,Department of Medicine,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Medicine",1,both,yes,yes,no
pos_284e66884f,mem_5df4c5aac6,Clinical Assisant Professor,,,,,,Clinical Assisant Professor,2,both,yes,yes,no
pos_26503cfa88,mem_5df4c5aac6,Cumming School of Medicine,Department of Oncology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Oncology",3,both,yes,yes,no
pos_c5d32608b9,mem_5df4c5aac6,Clinical researcher,,,,,,Clinical researcher,4,both,yes,yes,no
pos_d2ba251608,mem_5df4c5aac6,Hotchkiss Brain Institute,Integrative concussion research program,,,,,"Hotchkiss Brain Institute, Integrative concussion research program",5,both,yes,yes,no
pos_2530f443a8,mem_5df4c5aac6,Clinician,,,,,,Clinician,6,both,yes,yes,no
pos_75b822dce8,mem_5df4c5aac6,Arthur J.E. Child Comprehensive Cancer Centre,,,,,,Arthur J.E. Child Comprehensive Cancer Centre,7,both,yes,yes,no
pos_fee61f4834,mem_5df4c5aac6,Member,,,,,,Member,8,both,yes,yes,no
pos_9060c68527,mem_5df4c5aac6,Arnie Charbonneau Cancer Institute,,,,,,Arnie Charbonneau Cancer Institute,9,both,yes,yes,no
pos_33026df4ca,mem_05362065f8,Professor,,,,,,Professor,0,both,yes,yes,no
pos_627f146fa0,mem_05362065f8,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_d7934d8643,mem_9c853bf265,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_759a3492b8,mem_9c853bf265,Cumming School of Medicine,Department of Pediatrics | Newborn Critical Care,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics | Newborn Critical Care",1,both,yes,yes,no
pos_7f61b8705d,mem_9c853bf265,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_3ea78ba8f7,mem_9c853bf265,Hotchkiss Brain Institute,Brain and Mental Health Research Clinics Initiative,,,,,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",3,both,yes,yes,no
pos_8343428beb,mem_9c853bf265,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,4,both,yes,yes,no
pos_4e62f688d3,mem_9c853bf265,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",5,both,yes,yes,no
pos_2d05c773c3,mem_9c853bf265,Assistant Professor,,,,,,Assistant Professor,6,both,yes,yes,no
pos_747ed738b8,mem_7be3b79e71,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_3561f9fb2f,mem_7be3b79e71,Schulich School of Engineering,Department of Biomedical Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/biomedical,"Schulich School of Engineering, Department of Biomedical Engineering",1,both,yes,yes,no
pos_4fad0a1a54,mem_7be3b79e71,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_6e1dc54635,mem_7be3b79e71,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_f21612929d,mem_613baceb13,Full Member,,,,,,Full Member,0,both,yes,yes,no
pos_c4977b4e3b,mem_613baceb13,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_c2a75fc37b,mem_613baceb13,Professor of Neurology,,,,,,Professor of Neurology,2,both,yes,yes,no
pos_dc86d798c1,mem_613baceb13,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",3,both,yes,yes,no
pos_fd9c8e63cc,mem_285408d323,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_50f74fd69e,mem_285408d323,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_4398b6d7c8,mem_285408d323,Parker Research Chair in Psychedelics,,,,,,Parker Research Chair in Psychedelics,2,both,yes,yes,no
pos_fcbac3018b,mem_285408d323,University of Calgary,,,,,,University of Calgary,3,both,yes,yes,no
pos_9836739d82,mem_285408d323,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_de0a5a9e59,mem_285408d323,Hotchkiss Brain Institute,Mathison Centre for Mental Health Research and Education,,,,,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",5,both,yes,yes,no
pos_1b037bfb58,mem_285408d323,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,6,both,yes,yes,no
pos_6ee4a910f6,mem_285408d323,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,7,both,yes,yes,no
pos_4179b7c433,mem_285408d323,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,8,both,yes,yes,no
pos_4112148a49,mem_285408d323,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",9,both,yes,yes,no
pos_423250f548,mem_aa5f0f5195,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,0,both,yes,yes,no
pos_4dab225fa7,mem_aa5f0f5195,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_48e11029ce,mem_aa5f0f5195,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_53fe9bf628,mem_aa5f0f5195,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_a33fb911d7,mem_a68812ef9c,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_4e0f050fa4,mem_a68812ef9c,Community Health Sciences,,,,,,Community Health Sciences,1,both,yes,yes,no
pos_d492708136,mem_a68812ef9c,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,2,both,yes,yes,no
pos_35a7f0fe23,mem_a68812ef9c,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,3,both,yes,yes,no
pos_bd8beeeb09,mem_092b07aeb6,Associate Professor (Teaching),,,,,,Associate Professor (Teaching),0,both,yes,yes,no
pos_ecf1a13d9c,mem_092b07aeb6,Cumming School of Medicine,Department of Cell Biology and Anatomy,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Cell Biology and Anatomy",1,both,yes,yes,no
pos_7d084c22c6,mem_092b07aeb6,Director/Innovation Portfolio,,,,,,Director/Innovation Portfolio,2,both,yes,yes,no
pos_afe925f330,mem_092b07aeb6,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_01e786df26,mem_092b07aeb6,Director for Clinical Anatomy,,,,,,Director for Clinical Anatomy,4,both,yes,yes,no
pos_a1e3c0aea4,mem_092b07aeb6,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,5,both,yes,yes,no
pos_2cf48b3f4a,mem_092b07aeb6,Academic Lead Evolve to Innovate (e2i),,,,,,Academic Lead Evolve to Innovate (e2i),6,both,yes,yes,no
pos_182566e332,mem_092b07aeb6,Hunter Hub for Entrepreneurial Thinking,,,,,https://www.ucalgary.ca/hunter-hub,Hunter Hub for Entrepreneurial Thinking,7,both,yes,yes,no
pos_694fb9210e,mem_7467cd8626,Clinical Associate Professor,,,,,,Clinical Associate Professor,0,both,yes,yes,no
pos_ee34c1102c,mem_7467cd8626,Cumming School of Medicine,Department of Family Medicine,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Family Medicine",1,both,yes,yes,no
pos_dbcbc42fd4,mem_7467cd8626,Cumming School of Medicine,Department of Anesthesiology,Perioperative and Pain Medicine | Chronic Pain,,,,"Cumming School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine | Chronic Pain",2,both,yes,yes,no
pos_bac198d4db,mem_7467cd8626,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_693dcad778,mem_7467cd8626,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_1bb31f335b,mem_ffc70c151e,Associate Professor Emeritus,,,,emeritus,,Associate Professor Emeritus,0,both,yes,yes,no
pos_7521d7d816,mem_ffc70c151e,Faculty of Nursing,,Faculty Of Nursing,,,,Faculty of Nursing,1,both,yes,yes,no
pos_81a1155038,mem_ffc70c151e,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_808841fbda,mem_ffc70c151e,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_8450d5144e,mem_ffc70c151e,Centre on Aging,,,,,https://obrieniph.ucalgary.ca/groups/aging,Centre on Aging,4,both,yes,yes,no
pos_bf6897e0b2,mem_b1e13c5609,Professor - Medicine,,,,,,Professor - Medicine,0,both,yes,yes,no
pos_e9c114496d,mem_b1e13c5609,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,1,both,yes,yes,no
pos_53c0889f30,mem_b1e13c5609,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_28c75b9d63,mem_b1e13c5609,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_f8cda3906f,mem_fc8bf2f9b6,Professor Emeritus,,,,emeritus,,Professor Emeritus,0,both,yes,yes,no
pos_bba97641cf,mem_fc8bf2f9b6,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_543787acaf,mem_fc8bf2f9b6,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",2,both,yes,yes,no
pos_1855cb967d,mem_fc8bf2f9b6,Emeritus Member,,,,emeritus,,Emeritus Member,3,both,yes,yes,no
pos_be37ccbd0e,mem_fc8bf2f9b6,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_d9841c4ebd,mem_d71eba52b6,Professor,,,,,,Professor,0,both,yes,yes,no
pos_d5d95af6c9,mem_d71eba52b6,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",1,both,yes,yes,no
pos_22e2819fba,mem_d71eba52b6,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",2,both,yes,yes,no
pos_92240c603d,mem_d71eba52b6,Faculty of Kinesiology,,Faculty Of Kinesiology,,,,Faculty of Kinesiology,3,both,yes,yes,no
pos_152bb211a8,mem_d71eba52b6,Chair,,,,,,Chair,4,both,yes,yes,no
