education_id,member_id,degree,institution,field_of_study,year,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
edu_e9ef38eb4e,mem_414b7b0e40,Master of Science,The University of Calgary,Master of Science Educational Psychology,1992,"Master of Science Educational Psychology, The University of Calgary, 1992",1,both,yes,yes,no
edu_54bc47cff9,mem_414b7b0e40,Bachelor of Arts,The University of Manitoba,Bachelor of Arts (Honours) Psychology,1988,"Bachelor of Arts (Honours) Psychology, The University of Manitoba, 1988",2,both,yes,yes,no
edu_124135aba4,mem_599092b85f,BSc,University of Guelph,BSc Honours Human Kinetics,,"BSc Honours Human Kinetics, University of Guelph,",0,both,yes,yes,no
edu_56d6b1d375,mem_599092b85f,,Sheridan College,,,"Diploma Sports Injury Medicine, Sheridan College,",1,both,yes,yes,no
edu_2219b21f4e,mem_599092b85f,MSc,University of Florida,MSc Human Performance,,"MSc Human Performance, University of Florida,",2,both,yes,yes,no
edu_d4a6ff3bcc,mem_599092b85f,PhD,University of Florida,PhD Applied Physiology and Kinesiology,,"PhD Applied Physiology and Kinesiology, University of Florida,",3,both,yes,yes,no
edu_efb1447bbc,mem_9211234ed6,,Iona College,,1969,"B.S. Biological Sciences, Iona College, 1969",0,both,yes,yes,no
edu_20a46615f8,mem_9211234ed6,Doctor of Philosophy,State University of New York,Doctor of Philosophy Neurophysiology,1973,"Doctor of Philosophy Neurophysiology, State University of New York, 1973",1,both,yes,yes,no
edu_33b2e2204e,mem_bb77b86a3f,,University of Lethbridge,,1992,"B.S. Biological Sciences, University of Lethbridge, 1992",0,both,yes,yes,no
edu_aad8d06e65,mem_bb77b86a3f,,University of Calgary,,1997,"M.S. Genetic Biology, University of Calgary, 1997",1,both,yes,yes,no
edu_7e3a4fa85b,mem_bb77b86a3f,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Medical Education,2007,"Doctor of Philosophy Medical Education, University of Calgary, 2007",2,both,yes,yes,no
edu_98608f1a32,mem_6c0f4891e4,Ph.D,University of Calgary,Ph.D Curriculum,2015,"Ph.D Curriculum, Teaching and Learning, University of Calgary , 2015",0,both,yes,yes,no
edu_9d3b8d0e3e,mem_6c0f4891e4,M.A,Royal Roads University,M.A Organizational Learning and Leadership,2000,"M.A Organizational Learning and Leadership, Royal Roads University , 2000",1,both,yes,yes,no
edu_d78c449be7,mem_6c0f4891e4,,University of Calgary,,1990,"B.Ed Bachelor of Education -Secondary English , University of Calgary , 1990",2,both,yes,yes,no
edu_3df3310bcb,mem_2434ffebd2,B.Sc,University of Calgary,B.Sc Honours Psychology,2008,"B.Sc Honours Psychology, University of Calgary, 2008",0,both,yes,yes,no
edu_be02e5f7a6,mem_2434ffebd2,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Epidemiology,2014,"Doctor of Philosophy Epidemiology, University of Calgary, 2014",1,both,yes,yes,no
edu_1843c7a129,mem_5df4c5aac6,,Kirstie Lithgow is an endocrinologist and Assistant Clinical Professor at the Cumming School of Medicine at the University of Calgary. She completed her medical school,,,"Kirstie Lithgow is an endocrinologist and Assistant Clinical Professor at the Cumming School of Medicine at the University of Calgary. She completed her medical school, internal medicine and endocrinology training in Calgary and following this, went on to pursue additional fellowship training in pituitary disease and neuroendocrine tumours in Birmingham, UK. Her clinical and research interests include pituitary tumours, neuroendocrine tumours, and improving care for patients impacted by endocrine cancer. She has over 20 peer reviewed publications and holds grant funding from the Canadian Neuroendocrine Tumour Society.",0,both,yes,yes,no
edu_7a140fde74,mem_05362065f8,,Cincinnati Children's Hospital Medical Center,,,"Postdoctoral fellowship Pediatric Psychology and Adolescent Medicine, Cincinnati Children's Hospital Medical Center,",0,both,yes,yes,no
edu_b7b032a799,mem_05362065f8,Ph.D,University of Minnesota,Ph.D. Clinical Psychology,,"Ph.D. Clinical Psychology, University of Minnesota,",1,both,yes,yes,no
edu_19030e6585,mem_05362065f8,,Western Psychiatric Institute & Clinic,,,"Predoctoral internship Clinical Psychology, Western Psychiatric Institute & Clinic, University of Pittsburgh Medical Center,",2,both,yes,yes,no
edu_a57bd92c1a,mem_05362065f8,B.A,Bryn Mawr College,B.A. (Honours) Psychology,,"B.A. (Honours) Psychology, Bryn Mawr College,",3,both,yes,yes,no
edu_3ee868cdb7,mem_9c853bf265,,Fellowship in Neonatology University Medical Center Utrecht,,,"Fellowship in Neonatology University Medical Center Utrecht, The Netherlands,",0,both,yes,yes,no
edu_9ccb6e7ff9,mem_9c853bf265,,Fellowship in Neonatal Neurology University of Toronto,,,"Fellowship in Neonatal Neurology University of Toronto, Hospital for Sick Children, Canada,",1,both,yes,yes,no
edu_1e2ab59472,mem_9c853bf265,,Residency in Pediatrics Leiden University,,,"Residency in Pediatrics Leiden University, The Netherlands,",2,both,yes,yes,no
edu_2eb53d065c,mem_9c853bf265,PhD,Leiden University,PhD Medicine - Neonatology,,"PhD Medicine - Neonatology, Leiden University, The Netherlands,",3,both,yes,yes,no
edu_ad51afa9b6,mem_9c853bf265,MD,Leiden University,MD Medicine,,"MD Medicine, Leiden University, The Netherlands,",4,both,yes,yes,no
edu_1b621d3c93,mem_9c853bf265,MSc,Leiden University,MSc Biomedical Sciences,,"MSc Biomedical Sciences, Leiden University, The Netherlands,",5,both,yes,yes,no
edu_d88e4774f7,mem_9c853bf265,BSc,Leiden University,BSc Biomedical Sciences,,"BSc Biomedical Sciences, Leiden University, The Netherlands,",6,both,yes,yes,no
edu_7220b8ac10,mem_7be3b79e71,,,,1995,"B. Eng. Electronic Systems, Monterrey Institut Technology & Higher Education, 1995",0,both,yes,yes,no
edu_6d41847662,mem_7be3b79e71,Ph.D,,Ph.D. Imaging and Systems,2001,"Ph.D. Imaging and Systems, Institut National Sciences Appliquees de Lyon, 2001",1,both,yes,yes,no
edu_65a539c1f6,mem_613baceb13,,Queen's University,,1998,"B.S. Life Sciences, Queen's University, 1998",0,both,yes,yes,no
edu_c2fb9d783d,mem_613baceb13,,University of Western Ontario,,2002,"Doctor of Medicine , University of Western Ontario, 2002",1,both,yes,yes,no
edu_f77e29fb43,mem_613baceb13,,University of Calgary,,2014,"M.S. Epidemiology, University of Calgary, 2014",2,both,yes,yes,no
edu_53597b90b5,mem_285408d323,PhD,University of Chicago,PhD Neurobiology,,"PhD Neurobiology, University of Chicago,",0,both,yes,yes,no
edu_7c94a7f517,mem_285408d323,,University of Chicago,,,"MS Translational Science, University of Chicago,",1,both,yes,yes,no
edu_2caa3fb932,mem_285408d323,BSc,University of Michigan,BSc Neuroscience,,"BSc Neuroscience, University of Michigan,",2,both,yes,yes,no
edu_8cfa392fb6,mem_aa5f0f5195,B.A,University of Victoria,B.A. Psychology,1990,"B.A. Psychology, University of Victoria, 1990",0,both,yes,yes,no
edu_7ffbba7c84,mem_aa5f0f5195,M.Sc,University of Calgary,M.Sc. Education Psychology,1994,"M.Sc. Education Psychology, University of Calgary, 1994",1,both,yes,yes,no
edu_262eb43161,mem_aa5f0f5195,PhD,University of Calgary,PhD Psychology,1998,"PhD Psychology, University of Calgary, 1998",2,both,yes,yes,no
edu_6647e76011,mem_aa5f0f5195,,,,2015,"ABPP-CN Board Certified in Clinical Neuropsychology, American Board of Professional Psychology, 2015",3,both,yes,yes,no
edu_5de980d889,mem_092b07aeb6,,University of Alberta,,2007,"B.S. , University of Alberta, 2007",0,both,yes,yes,no
edu_faa0e25f05,mem_092b07aeb6,Doctor of Philosophy,University of Alberta,,2012,"Doctor of Philosophy , University of Alberta, 2012",1,both,yes,yes,no
edu_8d34d42be7,mem_7467cd8626,B.A,University of Calgary,B.A. Communications,1995,"B.A. Communications, University of Calgary, 1995",0,both,yes,yes,no
edu_94436cf6ba,mem_7467cd8626,,University of Calgary,,2003,"Doctor of Medicine Medicine, University of Calgary, 2003",1,both,yes,yes,no
edu_20df9d6c8f,mem_ffc70c151e,,,,1994,"Bachelor of Nursing Nursing, Queensland Univ of Technology, 1994",0,both,yes,yes,no
edu_0f00dfb2de,mem_ffc70c151e,,,,1986,"B.Bus. Health Administration, Queensland Univ of Technology, 1986",1,both,yes,yes,no
edu_848dfb3631,mem_ffc70c151e,Doctor of Philosophy,,Doctor of Philosophy Nursing,2003,"Doctor of Philosophy Nursing, Queensland Univ of Technology, 2003",2,both,yes,yes,no
edu_ed952dd538,mem_ffc70c151e,,Queensland University of Technology,,1995,"BN (Hons1A) Nursing, Queensland University of Technology, 1995",3,both,yes,yes,no
edu_32e0085c22,mem_b1e13c5609,,University of Calgary,,1980,"B.S. , University of Calgary, 1980",0,both,yes,yes,no
edu_2a5551adb6,mem_b1e13c5609,,University of Calgary,,1983,"Doctor of Medicine Medicine, University of Calgary, 1983",1,both,yes,yes,no
edu_a18d5cb93f,mem_d71eba52b6,D.Phil,University of Oxford,D.Phil Human Cerebrovascular Physiology,2000,"D.Phil Human Cerebrovascular Physiology, University of Oxford, 2000",0,both,yes,yes,no
edu_0127decc7c,mem_d71eba52b6,Ph.D,University of Western Ontario,Ph.D Respiratory Physiology and Ageing,1993,"Ph.D Respiratory Physiology and Ageing, University of Western Ontario, 1993",1,both,yes,yes,no
edu_6bce1e3ae1,mem_d71eba52b6,,,,2017,"F.Physiol Fellow, The Physiological Society of Great Britian , 2017",2,both,yes,yes,no
edu_619e840828,mem_d71eba52b6,,,,1986,"Certificate Programme Spécialisé de B.É.P.S Faculty of Kinesiology, Université Laurentienne, 1986",3,both,yes,yes,no
edu_2987c22e94,mem_d71eba52b6,,,,1986,"Certificat de Bilinguisme Université Laurentienne, 1986",4,both,yes,yes,no
edu_e09055cbd5,mem_95295c7522,,University of Groningen,,2005,"Doctor of Medicine Medicine, University of Groningen, 2005",0,both,yes,yes,no
edu_7f73bbc8d7,mem_95295c7522,Doctor of Philosophy,University of Groningen,Doctor of Philosophy Medicine,2008,"Doctor of Philosophy Medicine, University of Groningen, 2008",1,both,yes,yes,no
edu_6a45465fc5,mem_581f118e90,PhD,University of Campinas (UNICAMP),PhD Computer Engineering,2016,"PhD Computer Engineering, University of Campinas (UNICAMP), 2016,",0,both,yes,yes,no
edu_9be396b2b5,mem_581f118e90,MSc,University of Campinas (UNICAMP),MSc Computer Engineering,2012,"MSc Computer Engineering, University of Campinas (UNICAMP), 2012,",1,both,yes,yes,no
edu_c4751ec035,mem_581f118e90,BSc,Federal University of Ceara (UFC),BSc Teleinformatics Engineering,2010,"BSc Teleinformatics Engineering, Federal University of Ceara (UFC), 2010,",2,both,yes,yes,no
edu_80b643f4bd,mem_27ca2caae0,BA,University of Calgary,BA Psychology (With Distinction),2009,"BA Psychology (With Distinction), University of Calgary, 2009",0,both,yes,yes,no
edu_e2ddfd944c,mem_27ca2caae0,MSc,University of Calgary,MSc Neuroscience,2011,"MSc Neuroscience, University of Calgary, 2011",1,both,yes,yes,no
edu_4340c49531,mem_27ca2caae0,MD,St. Louis University (USA),MD Medicine (Distinction in Research),2015,"MD Medicine (Distinction in Research), St. Louis University (USA), 2015",2,both,yes,yes,no
edu_da54eb572d,mem_27ca2caae0,,University of Calgary,,2020,"FRCPC Psychiatry, University of Calgary, 2020",3,both,yes,yes,no
edu_1c039ce524,mem_27ca2caae0,,University of British Columbia,,2021,"Fellowship Neuropsychiatry, University of British Columbia, 2021",4,both,yes,yes,no
edu_46874d66b3,mem_e5fb693498,,University of Toronto,,1979,"B.S. Zoology, University of Toronto, 1979",0,both,yes,yes,no
edu_8777f194e2,mem_e5fb693498,,McGill University,,1983,"Doctor of Medicine Medicine, McGill University, 1983",1,both,yes,yes,no
edu_5cdf1179bb,mem_e5fb693498,,University of Calgary,,1991,"FRCSC Neurosurgery, University of Calgary, 1991",2,both,yes,yes,no
edu_e041d1f7f6,mem_94fbe54aaf,BSc,University of St. Andrews,BSc Physiology (Hons),,"BSc Physiology (Hons), University of St. Andrews,",0,both,yes,yes,no
edu_4cbe9890fd,mem_94fbe54aaf,MSc,Pompeu Fabra University,MSc Science Communication,,"MSc Science Communication, Pompeu Fabra University,",1,both,yes,yes,no
edu_dbc1e183db,mem_94fbe54aaf,PhD,Autonomous University of Barcelona,PhD Neuroscience,,"PhD Neuroscience, Autonomous University of Barcelona,",2,both,yes,yes,no
edu_44b9af463d,mem_94fbe54aaf,,Sahlgrenska Academy,,,"Postdoctoral Fellow Astrocyte Biology , Sahlgrenska Academy, Goteborg University,",3,both,yes,yes,no
edu_de13951b5f,mem_94fbe54aaf,,Lunenfeld Tanenbaum Research Institute,,,"Postdoctoral Fellows Stem Cells/Reprogramming, Lunenfeld Tanenbaum Research Institute, Mount Sinai Hospital,",4,both,yes,yes,no
edu_95ef0b119e,mem_aa8dee36aa,,University of Calgary,,2021,"Clinical Fellowship Electrophysiology, University of Calgary, Alberta Children's Hospital, 2021",0,both,yes,yes,no
edu_d8cf62b7a7,mem_aa8dee36aa,,University of Calgary,,2021,"Clinical Fellowship Pediatric stroke and Neurocritical Care, University of Calgary, Alberta Children's Hospital, 2021",1,both,yes,yes,no
edu_4099841045,mem_aa8dee36aa,MSc,University of Calgary,MSc Clinical Epidemiology,2021,"MSc Clinical Epidemiology, University of Calgary, 2021",2,both,yes,yes,no
edu_d7d76e4adf,mem_aa8dee36aa,,University of British Columbia,,2017,"Residency Pediatric Neurology, University of British Columbia, BC Children's Hospital, 2017",3,both,yes,yes,no
edu_fb7b1e67b3,mem_aa8dee36aa,MD,MD University of Calgary,,2012,"MD University of Calgary, 2012",4,both,yes,yes,no
edu_9d8c7cc6e6,mem_aa8dee36aa,BSc,McGill University,BSc Physiology,2007,"BSc Physiology, McGill University , 2007",5,both,yes,yes,no
edu_5d01fe358a,mem_aa8dee36aa,MSc,University of Calgary,MSc Neuroscience,2012,"MSc Neuroscience, University of Calgary, 2012",6,both,yes,yes,no
edu_511812ba07,mem_f8e008892b,B.Sc,University of British Columbia,B.Sc. Biopsychology,2002,"B.Sc. Biopsychology, University of British Columbia, 2002",0,both,yes,yes,no
edu_e39095e5bd,mem_f8e008892b,M.A,University of British Columbia,M.A. Behavioural Neuroscience,2004,"M.A. Behavioural Neuroscience, University of British Columbia, 2004",1,both,yes,yes,no
edu_68e6c66e5f,mem_f8e008892b,Ph.D,University of British Columbia,Ph.D. Behavioural Neuroscience,2008,"Ph.D. Behavioural Neuroscience, University of British Columbia, 2008",2,both,yes,yes,no
edu_706a56e384,mem_d5a7323094,,University of Calgary,,2020,"Postdoctoral Fellowship Radiology, University of Calgary, 2020",0,both,yes,yes,no
edu_d9317f37f4,mem_d5a7323094,PhD,University of Calgary,PhD Biomedical Engineering,2014,"PhD Biomedical Engineering, University of Calgary, 2014",1,both,yes,yes,no
edu_d95415ba82,mem_d5a7323094,MSc,University of Calgary,MSc Biomedical Engineering,2010,"MSc Biomedical Engineering, University of Calgary, 2010",2,both,yes,yes,no
edu_a34fea639e,mem_d5a7323094,BEng,Lakehead University,BEng Electrical Engineering,2008,"BEng Electrical Engineering, Lakehead University, 2008",3,both,yes,yes,no
edu_f0dcf78383,mem_d5a7323094,,Nova Scotia Community College,,2006,"Technologist Diploma Electronics Engineering, Nova Scotia Community College, 2006",4,both,yes,yes,no
edu_e031e8922a,mem_d5a7323094,,Nova Scotia Community College,,2005,"Technician Diploma Electronics Engineering, Nova Scotia Community College, 2005",5,both,yes,yes,no
edu_0795805d7c,mem_d994767332,,,,1989,"Bach of Med and Surgery Medicine, All-India Inst of Med Sciences, 1989",0,both,yes,yes,no
edu_3374eea6ae,mem_d994767332,,,,1993,"Doctor of Medicine Radiologic Technology, All-India Inst of Med Sciences, 1993",1,both,yes,yes,no
edu_130a16ead9,mem_d994767332,PhD,PhD Erasmus University,,2019,"PhD Erasmus University, 2019",2,both,yes,yes,no
edu_422a564f6f,mem_4393bff7a6,Ph.D,University of British Columbia,Ph.D Human Kinetics,2006,"Ph.D Human Kinetics, Sport and Exercise Psychology, University of British Columbia, 2006",0,both,yes,yes,no
edu_9af9289399,mem_4393bff7a6,,University of British Columbia,,2002,"MS Human Kinetics, Sport and Exercise Psychology, University of British Columbia, 2002",1,both,yes,yes,no
edu_b3a9a81df1,mem_4393bff7a6,,University of Saskatchewan,,2000,"BS Great Distinction Kinesiology, University of Saskatchewan, 2000",2,both,yes,yes,no
edu_b5c8fca2a4,mem_0f24dba938,Bachelor of Science,Memorial University of Newfoundland,Bachelor of Science (Honours) Psychology,2004,"Bachelor of Science (Honours) Psychology, Memorial University of Newfoundland, 2004",0,both,yes,yes,no
edu_6201db834f,mem_0f24dba938,Doctor of Philosophy,Dalhousie University,Doctor of Philosophy Clinical Psychology,2013,"Doctor of Philosophy Clinical Psychology, Dalhousie University, 2013",1,both,yes,yes,no
edu_f6a69eaeab,mem_0f24dba938,Master of Science,Memorial University of Newfoundland,Master of Science Experimental Psychology (Developmental- Child),2006,"Master of Science Experimental Psychology (Developmental- Child), Memorial University of Newfoundland, 2006",2,both,yes,yes,no
edu_b17c7acb39,mem_0f24dba938,,Seattle Children's Research Institute,,2015,"Post-doctoral Fellowship Pediatric Pain Research, Seattle Children's Research Institute, 2015",3,both,yes,yes,no
edu_f090754662,mem_0f24dba938,,University of Washington,,2013,"Pre-Doctoral Internship (Child Track) Clinical Psychology, University of Washington, 2013",4,both,yes,yes,no
edu_309f954fd7,mem_28292f693f,,,,2003,"Post-Doctoral Research Associate (CIHR/CHSRF Fellow) Health Promotion, Université de Montréal, 2003",0,both,yes,yes,no
edu_30b01d87e7,mem_28292f693f,Doctor of Philosophy,McGill University,Doctor of Philosophy (SSHRC Scholar) Sociocultural & Medical Anthropology,2002,"Doctor of Philosophy (SSHRC Scholar) Sociocultural & Medical Anthropology, McGill University, 2002",1,both,yes,yes,no
edu_095ef3f47a,mem_28292f693f,,University of Toronto,,1994,"Master of Social Work (Sir James Lougheed Scholar) Social Policy and Community Services, University of Toronto, 1994",2,both,yes,yes,no
edu_1f4240ddb4,mem_28292f693f,,,,1992,"Programme en français langue étrangère - intermédiaire avancé Université Laval, 1992",3,both,yes,yes,no
edu_c5461d1e29,mem_28292f693f,Bachelor of Arts,McGill University,Bachelor of Arts (Keyfitz Scholar) First Class Honours,1991,"Bachelor of Arts (Keyfitz Scholar) First Class Honours, Anthropology, McGill University, 1991",4,both,yes,yes,no
edu_64f32e9b95,mem_28292f693f,,International Baccalaureate United World College of South-East Asia,,1988,"International Baccalaureate United World College of South-East Asia, 1988",5,both,yes,yes,no
edu_261170c2dd,mem_86be4543f1,,McMaster University,,1985,"B.S. Biological Sciences, McMaster University, 1985",0,both,yes,yes,no
edu_aba954c56b,mem_86be4543f1,Doctor of Philosophy,McGill University,Doctor of Philosophy Biological Sciences,1999,"Doctor of Philosophy Biological Sciences, McGill University, 1999",1,both,yes,yes,no
edu_5ce1a7959b,mem_86be4543f1,,McMaster University,,1988,"M.S. Biological Sciences, McMaster University, 1988",2,both,yes,yes,no
edu_2790781814,mem_67b2999f43,Doctor of Philosophy,Simon Fraser University,Doctor of Philosophy Psychology,2001,"Doctor of Philosophy Psychology, Simon Fraser University, 2001",0,both,yes,yes,no
edu_0c8180456d,mem_67b2999f43,M.A,Simon Fraser University,M.A. Psychology,1998,"M.A. Psychology, Simon Fraser University, 1998",1,both,yes,yes,no
edu_543b0fada2,mem_67b2999f43,,Dalhousie University,,1994,"B.S. Psychology, Dalhousie University, 1994",2,both,yes,yes,no
edu_056995d1e8,mem_9d290c25df,MD,MD Dalhousie University,,2003,"MD Dalhousie University, 2003",0,both,yes,yes,no
edu_41ef44bcaa,mem_9d290c25df,PhD,Dalhousie University,PhD Pharmacology,1999,"PhD Pharmacology, Dalhousie University, 1999",1,both,yes,yes,no
edu_bc5668a8a3,mem_9d290c25df,MSc,Dalhousie University,MSc Neuroanatomy,1996,"MSc Neuroanatomy, Dalhousie University, 1996",2,both,yes,yes,no
edu_0375d3310f,mem_9d290c25df,BSc,University of Toronto,BSc Biology and Psychology,1988,"BSc Biology and Psychology, University of Toronto, 1988",3,both,yes,yes,no
edu_49d9092718,mem_a055827ead,BSc,McGill University,BSc. Biochemistry,1989,"BSc. Biochemistry, McGill University, 1989",0,both,yes,yes,no
edu_de2062946e,mem_a055827ead,,University of Ottawa,,1993,"Doctor of Medicine Medicine, University of Ottawa, 1993",1,both,yes,yes,no
edu_86099ea2ea,mem_a055827ead,MSc,University of Calgary,MSc. Clinical Epidemiology,2003,"MSc. Clinical Epidemiology, University of Calgary, 2003",2,both,yes,yes,no
edu_b1f6c81107,mem_a1ecc4eb97,,McGill University,,1991,"B.S. Biological Sciences, McGill University, 1991",0,both,yes,yes,no
edu_59d9e756b4,mem_a1ecc4eb97,,University of Alberta,,1995,"Doctor of Medicine Medicine, University of Alberta, 1995",1,both,yes,yes,no
edu_dded750810,mem_e92a3a57cf,,University of Montreal,,1997,"B.S. Biochemistry, University of Montreal, 1997",0,both,yes,yes,no
edu_7979b7582a,mem_e92a3a57cf,Doctor of Philosophy,McGill University,Doctor of Philosophy Neurosciences,2002,"Doctor of Philosophy Neurosciences, McGill University, 2002",1,both,yes,yes,no
edu_9c8f4d0284,mem_e92a3a57cf,,Harvard University,,2005,"Postdoc Neurosciences / Cell Biology, Harvard University, 2005",2,both,yes,yes,no
edu_ea01bffc7f,mem_1715d89fe0,,King Abdulaziz University,,2003,"Bachelor of medicine, bachelor of surgery , King Abdulaziz University , 2003",0,both,yes,yes,no
edu_929395ede4,mem_1715d89fe0,,University of Calgary,,2010,"FRCPC Neurology, University of Calgary , 2010",1,both,yes,yes,no
edu_76e3db4121,mem_1715d89fe0,MSc,University of Calgary,MSc Clinical Epidemiology,2012,"MSc Clinical Epidemiology , University of Calgary, 2012",2,both,yes,yes,no
edu_52f3901366,mem_ecc4765dd3,Ph.D,Kent State University,Ph.D Cognitive psychology,2014,"Ph.D Cognitive psychology, Kent State University, 2014",0,both,yes,yes,no
edu_6719fe7e8d,mem_6f76ca3c25,,Harvard University - TH Chan School of Public Health,,2021,"Masters of Public Health, Harvard University - TH Chan School of Public Health, 2021",0,both,yes,yes,no
edu_0bb0989493,mem_6f76ca3c25,,University of Calgary,,2004,"Masters of Biomedical Technology, University of Calgary, 2004",1,both,yes,yes,no
edu_8c998b52cd,mem_6f76ca3c25,,Vrjee University of Belgium / University of Alberta,,2016,"Masters of Science , Vrjee University of Belgium / University of Alberta, 2016",2,both,yes,yes,no
edu_a1bcc0a1bf,mem_6f76ca3c25,,and health policy. He practices Internal Medicine at the University of Alberta Hospital and provides Addiction Medicine services at the Foothills Medical Centre and Rockyview General Hospital. In addition to his hospital-based work,,,"Dr. S. Monty Ghosh is an Internist and Addiction Specialist based in Alberta, Canada, recognized for his leadership in addiction medicine, public health innovation, and health policy. He practices Internal Medicine at the University of Alberta Hospital and provides Addiction Medicine services at the Foothills Medical Centre and Rockyview General Hospital. In addition to his hospital-based work, he collaborates closely with community-based, non-profit organizations including The Alex Community Health Centre and The Calgary Drop-In Centre to support individuals experiencing homelessness, substance use disorders, mental health challenges, and other social vulnerabilities. He has helped design and implement innovative programs that bridge acute care, community medicine, and harm reduction.",3,both,yes,yes,no
edu_98d3ed2da0,mem_6f76ca3c25,,evidence-based addiction treatment across the province. He holds addiction certification through the International Society of Addiction Medicine and earned his Master of Public Health from the Harvard T.H. Chan School of Public Health,,,"Dr. Ghosh served as Medical Co-Lead of Alberta Health Services’ Rapid Access Addiction Medicine (RAAM) Program which he co-founded, expanding low-barrier, evidence-based addiction treatment across the province. He holds addiction certification through the International Society of Addiction Medicine and earned his Master of Public Health from the Harvard T.H. Chan School of Public Health, where he was selected as a commencement speaker (valedictorian). He is an Assistant Professor at both the University of Alberta and the University of Calgary.",4,both,yes,yes,no
edu_79bc10a787,mem_6f76ca3c25,,and the Canadian Institutes of Health Research,,,"A nationally recognized physician-researcher, Dr. Ghosh is the primary recipient of competitive grants from Health Canada, Alberta Innovates, Alberta Health, and the Canadian Institutes of Health Research, supporting work in overdose prevention, harm reduction, digital health, and health systems transformation. He is a past president of the Section of Addiction Medicine of the Alberta Medical Association and Co-Chair of the Canadian Network for the Health and Housing of People Experiencing Homelessness (CNH3), advancing national collaboration at the intersection of housing, health, and substance use.",5,both,yes,yes,no
edu_e4f0e64985,mem_6f76ca3c25,,,,,"Through clinical care, research, policy leadership, and community partnership, Dr. Ghosh’s work focuses on reducing preventable harm, strengthening health equity, and building scalable systems of care for marginalized populations.",6,both,yes,yes,no
edu_7824fc3aba,mem_6f76ca3c25,,,,,MEDIA:,7,both,yes,yes,no
edu_da125e1619,mem_6f76ca3c25,,,,,"Dr. S. Monty Ghosh is a nationally recognized physician-expert whose work has been featured extensively across major Canadian and international media platforms. He has contributed expert commentary to more than 200 news stories and broadcast segments, providing evidence-informed analysis on addiction medicine, overdose trends, harm reduction policy, and health system reform. His perspectives have been featured by outlets including CBC News, The Washington Post, Bloomberg, The Globe and Mail, Maclean's Magazine, Healthline CTV News, and Global News.",8,both,yes,yes,no
edu_6a1f1bb474,mem_6f76ca3c25,,,,,"His media engagement spans television, radio, print, and digital journalism, where he is frequently consulted to contextualize emerging drug supply trends, public health emergencies, and provincial or federal policy changes. Known for translating complex epidemiologic data and clinical realities into accessible public messaging, Dr. Ghosh plays an active role in shaping national conversations around addiction, homelessness, and health equity.",9,both,yes,yes,no
edu_ccae66cc94,mem_6f76ca3c25,,,,,"Through sustained engagement with high-profile media outlets, he contributes to bridging the gap between frontline clinical practice, research evidence, and public understanding—ensuring that policy debates are grounded in real-world clinical experience and population-level data.",10,both,yes,yes,no
edu_7729af3e2c,mem_902f442140,,,,2011,"Certification in Child Neurology, American Board of Psychiatry and Neurology, 2011",0,both,yes,yes,no
edu_89d773d2a6,mem_902f442140,,,,,"Barbados Medical Council License #990, Barbados,",1,both,yes,yes,no
edu_bdcd3a32cb,mem_902f442140,,Dr. Morris Scantlebury is Professor in the Departments of Pediatrics and Clinical Neurosciences at the University of Calgary. He also is a pediatric neurologist at the Alberta Children’s Hospital in Calgary and is a member of the Alberta Children’s Hospital Research Institute,,,"Dr. Morris Scantlebury is Professor in the Departments of Pediatrics and Clinical Neurosciences at the University of Calgary. He also is a pediatric neurologist at the Alberta Children’s Hospital in Calgary and is a member of the Alberta Children’s Hospital Research Institute, Hotchkiss Brain Institute and Owerko Center. Dr. Scantlebury has a broad background in pediatric epilepsy research. His current research focus is to identify new treatments for the catastrophic infantile spasms syndrome. Dr. Scantlebury also investigates the mechanisms of febrile seizures, which is the most common form of seizures to affect children.",2,both,yes,yes,no
edu_207421fec7,mem_473d2f19dd,MD,University of Ottawa,,,"MD, University of Ottawa,",0,both,yes,yes,no
edu_ae5168077b,mem_473d2f19dd,MSc,McMaster University,MSc Neurosciences,,"MSc Neurosciences, McMaster University,",1,both,yes,yes,no
edu_24754da4b3,mem_473d2f19dd,,University of Ottawa,,,"FRCPC Neurology, University of Ottawa,",2,both,yes,yes,no
edu_46158c6a40,mem_473d2f19dd,,Columbia University,,,"Fellowship Epilepsy, Columbia University,",3,both,yes,yes,no
edu_21772f0cfd,mem_473d2f19dd,MSc,physical medicine & rehabilitation and translational neuroscience) at the University of Calgary and in the Calgary Zone of Alberta Health Services.,Nathalie Jette,,"Nathalie Jette, MSc, MD, FRCPC is a Professor of Neurology and Head of the Department of Clinical Neurosciences (neurology, neurosurgery, physical medicine & rehabilitation and translational neuroscience) at the University of Calgary and in the Calgary Zone of Alberta Health Services.",4,both,yes,yes,no
